"aaln","name","house","birthdate","balance"
"693054",Dax Richardson,Hufflepuff,1962-10-10,47557.0
"959640",Selena Mcgrath,H,1987-07-20,48464.0
"501180",Jaxon Ray,HUFFLEPUFF,1979-11-23,20828.0
"71685",Emelia Bullock,SL,1991-05-02,46291.0
"130337",Yusuf Stevens,Green,1992-03-30,35994.0
"279716",Abagail Young,.,1971-05-10,42761.0
"554782",Leo Hanna,Slytherin,1995-10-17,25765.0
"710556",Rhys Melendez,griffindor,1954-08-07,7180.0
"894536",Chasity Gilbert,Koldovstoretz,1993-02-13,41991.0
"439347",Ezequiel Good,RAVENCLAW,2007-09-27,37457.0
"624653",Martin Pineda,Durmstrang,1984-09-05,7691.0
"638671",Kathryn Harper,RAVENCLAW,1955-10-09,9585.0
"193228",Brenden Rowe,SL,2008-06-21,37610.0
"359392",Desiree Grant,Green,1995-01-10,45260.0
"983547",Melanie Suarez,raven,2004-05-05,19699.0
"412133",Felipe Bennett,HUflepluff,1956-11-09,47142.0
"613888",Juliet Rasmussen,Gr,2006-09-15,12116.0
"835762",Tara Kidd,Hufflepuff,2000-02-29,43791.0
"48260",Desiree Odom,SLYTHERIN,1983-05-26,9271.0
"654939",Tomas Le,SL,2002-05-14,26914.0
"721616",Aaden Lamb,Slytherin,1981-03-24,43132.0
"838259",Alden Blevins,Koldovstoretz,2002-07-08,23727.0
"202592",Daniella Marquez,ravenclaw,2007-09-12,17388.0
"337075",Jorden Drake,SL,1997-08-06,44870.0
"124929",Malakai Garrison,Koldovstoretz,1964-11-16,25306.0
"31820",Adyson Marsh,Ravenclaw,1960-05-02,32937.0
"344445",Ainsley Mccann,Blue,1999-11-08,22130.0
"30596",Anna Harper,Green,1989-04-28,15152.0
"801837",Hailey Morse,RAVENCLAW,2006-11-01,38659.0
"419732",Craig Navarro,Durmstrang,2013-07-26,43978.0
"672497",London Phillips,Badgers,1957-05-14,39896.0
"414059",Brody Melendez,Durmstrang,1975-04-24,36108.0
"514347",Branden Wise,gryfindor,1993-03-03,48994.0
"822825",Julianne Carey,Beauxbatons,1996-07-14,11073.0
"054870",Melina Hutchinson,Ravenclaw,1990-06-01,36809.0
"317456",Carolyn Gray,RA,2004-05-03,31876.0
"802190",Charlee Carson,raven,1974-06-23,47640.0
"641854",Jenna Bailey,raven,1989-06-07,35830.0
"13708",Chana Tyler,Gr,1957-11-29,1148.0
"860203",Slade Rogers,ravenclaw,2011-05-22,40211.0
"928226",Raven Bates,SLYTHERIN,1986-06-27,49243.0
"250158",Kylie Galvan,HUFFLEPUFF,2005-01-01,1116.0
"468566",Christine Mcfarland,HUFFLEPUFF,1962-10-07,40295.0
"844410",Nathalie Hickman,Ravenclaw,1970-02-01,45866.0
"274173",Cassandra Shannon,Gr,2001-10-14,1954.0
"65843",Hanna Mccormick,SL,1957-11-29,26562.0
"310097",Sage Dominguez,HUflepluff,2004-04-21,16047.0
"558828",Alonso Dudley,Hufflepuff,1993-06-04,33953.0
"489664",Amanda Valdez,griffindor,1988-11-11,18926.0
"890974",Haiden Newman,RA,1959-02-12,47671.0
"182489",Macey Bridges,Green,2007-07-18,39603.0
"281822",Kieran Mckinney,GR,2008-04-19,14503.0
"84029",Davian Munoz,Red,1964-07-27,10867.0
"112565",Stanley Hartman,SL,1974-09-10,25884.0
"421583",Hana Carroll,Durmstrang,1986-10-14,38211.0
"618375",Draven Frank,griffindor,2005-12-06,9757.0
"924413",Violet Frank,Eagles,1982-11-01,37531.0
"178161",Dale Grimes,G,1963-10-15,20041.0
"177803",Callie Dunlap,"",1988-10-14,37701.0
"664678",Isla Soto,"",1997-02-16,45010.0
"09549",Yadira Elliott,N/A,2004-08-19,2962.0
"612636",Arturo Mclaughlin,SL,1969-01-03,31803.0
"89670",Helen Bean,Beauxbatons,1969-08-01,18041.0
"802139",Sherlyn Gutierrez,gryfindor,1980-10-28,4842.0
"359803",Chris Baxter,RAVENCLAW,2009-06-26,20923.0
"581268",Manuel Crosby,Red,1979-11-22,32137.0
"478869",Maximilian Ibarra,Sprout,1962-12-10,859.0
"496622",Kaiya Castillo,"",1999-09-14,1881.0
"245997",Lorelai Mccormick,Slytherin,1975-04-11,49651.0
"411952",Zaria Singleton,Mahoutokoro,1987-02-07,33757.0
"771400",Ezekiel Swanson,"",1964-04-26,16260.0
"434136",Emery Crane,HUflepluff,1965-03-25,9063.0
"009705",Judah Hoover,Slyth,1978-10-15,11071.0
"865328",Jared Rose,Huffle,1964-04-14,47338.0
"045617",Leo Lutz,"",1980-04-03,37199.0
"120668",Donovan Roy,Ravenclaw,1988-07-13,26785.0
"087691",Chance Cunningham,Hufflepuff,1993-06-29,48177.0
"974758",Katelynn Mejia,House,1996-01-01,22556.0
"83433",Payten Miles,SLYTHERIN,2000-03-02,38697.0
"268325",Martin Hensley,Durmstrang,2012-02-03,48159.0
"721541",Kaliyah Gilmore,Ravenclaw,1964-08-13,32537.0
"272143",Maddox Rowe,ravenclaw,1976-10-01,2049.0
"369933",Ali Hinton,GR,1972-02-06,46782.0
"708748",Denise Garner,"",1960-01-06,12740.0
"968765",Izaiah Boyle,Hufflepuff,1991-01-29,49360.0
"081373",Ainsley Combs,.,2009-11-30,25236.0
"856828",Erica Daniels,SL,2009-01-11,21134.0
"660147",Kierra Kaufman,House,1967-10-17,7414.0
"661833",Gavyn Rollins,HU,1989-12-24,45440.0
"031869",Francesca Herman,S,2011-05-02,17549.0
"003254",Bridger Stone,ravenclaw,1986-07-26,36635.0
"9070",Sarah Ayala,Durmstrang,1967-08-02,4405.0
"517679",Lindsay Mosley,Gryffindor,1976-01-28,11852.0
"147004",Brycen Beard,Ravenclaw,1977-09-19,17903.0
"232648",Payton Pacheco,RAVENCLAW,2006-12-10,46787.0
"62912",Jazmin Giles,HUFFLE,1961-12-13,34407.0
"005125",Cale Hansen,HUFFLEPUFF,1994-03-13,12781.0
"13641",Naima Wu,"",1993-12-26,12619.0
"851403",Brady Cisneros,HUFFLEPUFF,1968-11-25,46654.0
"844729",Alisha Merritt,Koldovstoretz,1966-02-09,15601.0
"216059",Shelby Pruitt,HUFFLEPUFF,2007-12-06,5237.0
"649170",Jane Cooper,Slytherin,1998-04-04,22512.0
"28865",Lizeth Holder,Gryffindor,1988-02-17,42489.0
"517524",Sergio Nguyen,Durmstrang,1962-10-23,28285.0
"992165",Dominique Adkins,Gr,1971-06-27,45000.0
"958054",Dean Cameron,Red,1991-10-14,23964.0
"143510",Denisse Novak,Red,1964-04-04,11940.0
"782371",Bella Hatfield,Ravenclaw,2000-12-17,18060.0
"185530",Luciano Salas,raven,1991-08-08,28955.0
"068109",Viviana Figueroa,Durmstrang,1968-01-06,4639.0
"740525",Ariel Ramirez,Gr,1983-06-07,45053.0
"292459",Solomon Rios,"",1995-10-13,36861.0
"320720",Prince Christian,"",1980-05-22,39712.0
"471263",Jonah Hammond,H,1998-01-17,350.0
"455712",Asia Clark,Hufflepuff,2005-11-14,31375.0
"784266",Frida Lucero,Mahoutokoro,1965-05-19,36516.0
"204020",Raphael Pierce,G,1983-04-12,7093.0
"16055",Patricia Cervantes,Green,1964-02-29,8020.0
"513219",Micaela Mahoney,Durmstrang,2001-02-28,31317.0
"437595",Alena Norton,SL,1963-03-21,23980.0
"91357",Miriam Vincent,badones,1961-11-26,8449.0
"574364",Sloane Mcdonald,RAVENCLAW,1956-07-17,23013.0
"584011",Frank Rangel,Ravenclaw,2005-12-12,15768.0
"710140",Arturo Parker,"",1985-06-01,6070.0
"03075",Anderson Robertson,Ilvermorny,1969-08-03,25166.0
"500895",Alexa Velez,GR,1998-04-03,21644.0
"103745",Shania Ballard,Durmstrang,1981-03-30,44810.0
"554902",Seth Whitney,Mahoutokoro,1975-10-08,45451.0
"823255",Abraham Roach,"",1998-09-27,25269.0
"626478",Thomas Tucker,SLYTHERIN,1991-08-23,36809.0
"643716",Danna Frey,"",1983-10-21,37988.0
"152311",Cael Parks,Hufflepuff,1962-11-15,20902.0
"248783",John Cunningham,Hufflepuff,1970-08-04,48094.0
"299951",Madison Patrick,gryfindor,1978-09-23,44243.0
"351656",Konnor Schaefer,Durmstrang,2013-09-19,40361.0
"657216",Alexus Ware,RAVENCLAW,2008-07-12,31533.0
"976582",Kaylah Kemp,"",1978-10-27,44359.0
"853796",Maria Irwin,Mahoutokoro,1997-11-06,47992.0
"996949",Armando Roach,Castelobruxo,1967-01-18,20094.0
"959289",Selah Hayes,Ravenclaw,1989-08-24,27676.0
"771028",Rashad Anthony,Gr,1976-02-06,1249.0
"700102",Victoria Mata,Gryffindor,2001-02-21,9301.0
"983306",Amber Lloyd,RA,1964-06-23,30600.0
"10187",Braylon Stanton,gryfindor,1997-12-31,19151.0
"944400",Eden Carr,Beauxbatons,1989-10-09,18581.0
"50562",Cassie Townsend,gryfindor,1994-09-22,36642.0
"354547",Bryce Shields,G,1991-05-05,45058.0
"186888",Scott Mathews,GRYFFINDOR,1970-05-03,30728.0
"777305",Elisabeth Cross,RAVENCLAW,1963-06-19,18114.0
"161080",Quinton Branch,Durmstrang,1978-11-19,23463.0
"547140",Ismael Davidson,Hufflepuff,2012-05-12,19858.0
"981100",Kaden Bell,Ilvermorny,1993-04-03,47387.0
"111392",Whitney Arellano,Ravenclaw,1968-06-06,30579.0
"563145",Denzel Poole,Durmstrang,2011-10-21,33839.0
"826716",Carl Booth,Badgers,1989-06-20,16877.0
"935677",Levi Hebert,ravenclaw,1993-05-02,11112.0
"516836",Judah Booker,McGonagall,1995-07-30,37295.0
"932003",Miriam Owens,HUflepluff,1991-04-07,1152.0
"211039",Abby Shaffer,N/A,1988-04-24,3175.0
"031952",Araceli Yoder,Castelobruxo,1987-05-29,47815.0
"875923",Olive Oneal,SL,2013-05-09,593.0
"648299",Keyla Hanna,HU,1992-08-29,24509.0
"962143",Dangelo Harvey,Gryffindor,1983-10-05,15531.0
"685473",Jeramiah Hendrix,R,1971-11-13,8419.0
"035658",Karina Sanchez,Hufflepuff,1976-03-07,6680.0
"573277",Ashlee Hahn,HUFFLE,1964-12-03,42471.0
"436246",Colton Hansen,HUFFLE,2007-12-07,40188.0
"671519",Jorge Blankenship,SL,1970-08-17,14037.0
"968941",Callum Le,RAVENCLAW,1975-03-01,2139.0
"033334",Briana Riley,HUflepluff,1988-12-29,46871.0
"571073",Kian Coleman,gryfindor,2011-09-23,15245.0
"613725",April Spears,HUFFLEPUFF,1973-03-07,31748.0
"712915",Kenna Stevenson,RAVENCLAW,1960-10-21,18414.0
"328476",Izayah Zavala,GR,1960-07-13,9301.0
"089699",Shirley Blanchard,Gr,1973-11-10,33480.0
"013106",Jase Conrad,Gryffindor,1968-12-15,28760.0
"19534",Yadira Dominguez,Green,1979-12-02,32212.0
"185250",Sonny Cobb,ravenclaw,2010-03-02,22795.0
"593189",Brisa Sweeney,Hufflepuff,2012-03-31,47045.0
"666281",Amir Ware,Slyth,2000-05-02,48164.0
"575223",Blaine Zuniga,HU,1964-04-09,24183.0
"521026",Rylee Case,ravenclaw,2004-08-14,29610.0
"554852",Kelsey Rosario,griffindor,1964-04-10,42367.0
"6556",Paige Stanton,SLYTHERIN,1980-07-06,32901.0
"593903",Raul Barry,Green,2002-08-26,34623.0
"522609",Terrence Carroll,RAVENCLAW,1973-06-01,4183.0
"639431",Lincoln Sharp,SL,1999-04-09,25563.0
"617991",Rebecca Strong,Gr,1997-08-17,8756.0
"661621",Tristin Rivera,GR,1978-09-19,11907.0
"514316",Kimora Larson,Red,1977-01-27,20294.0
"52926",Jadyn Spencer,"",1983-10-24,24045.0
"193726",Jazmyn Cisneros,HU,2012-02-18,26432.0
"384174",Jesse Castaneda,HUFFLEPUFF,1989-02-08,48582.0
"608948",Katelynn Calhoun,RAVENCLAW,1975-04-27,46185.0
"771449",Madeline Salas,gryf,2004-11-29,18939.0
"948933",Kash Goodwin,HUFFLEPUFF,1980-04-17,46961.0
"830080",Amira Manning,Gryffindor,2002-09-29,49557.0
"771847",Andre Burgess,Sprout,1999-05-19,47760.0
"828261",Victoria Barrera,Castelobruxo,1985-06-13,25280.0
"002515",Darien Wood,Hufflepuff,1964-01-29,40201.0
"650158",Kara Beck,Hufflepuff,1962-06-17,38540.0
"687044",Angelique Villarreal,Gryffindor,1960-07-18,7025.0
"716083",Carson Schroeder,Beauxbatons,1969-10-14,48766.0
"734456",Chaim Krueger,Gryffindor,1971-04-28,28274.0
"104317",Kameron Sanchez,HUFFLEPUFF,2014-01-16,41734.0
"352678",Warren Curry,ravenclaw,2011-11-27,22964.0
"441286",Joe Quinn,GR,1988-12-11,20581.0
"683623",Jamiya Kramer,Ravenclaw,2006-07-08,39294.0
"308115",Saniyah Larson,Hufflepuff,2001-04-01,10564.0
"272524",Jakayla Moore,Gryffindor,1963-06-08,41212.0
"823785",Matilda Farmer,griffindor,1998-04-15,2993.0
"718748",Halle Castaneda,Hufflepuff,1954-10-20,45985.0
"939154",Chace Dougherty,HUflepluff,2005-05-02,22540.0
"258370",Kyson Porter,HUflepluff,1978-08-04,38985.0
"526567",Aniyah Browning,HUFFLEPUFF,1967-08-31,46025.0
"656497",Makenzie Werner,Slytherin,2011-08-05,24627.0
"603635",Bryson Wells,G,1967-07-16,40458.0
"564576",Madelyn Stephens,Hufflepuff,2006-02-19,4844.0
"721593",Leanna West,"",1995-08-01,29536.0
"741643",Reuben Sawyer,SL,1960-06-14,40628.0
"314896",Taniyah Baker,Blue,1994-02-10,19717.0
"122272",Damian Spencer,Green,1993-08-24,46144.0
"810804",Emelia Thornton,G,1995-07-10,15370.0
"174471",Kiersten Rose,gryffindor,1981-10-09,32657.0
"364724",Gage Knapp,HUFFLEPUFF,1982-03-19,26057.0
"017485",Jeramiah Wang,Gr,1966-03-14,39375.0
"467116",Janessa Franco,Gryffindor,2003-05-09,23128.0
"929935",Dayana Downs,gryffindor,1964-05-31,4308.0
"494543",Raegan Mayo,Horned Serpent(Ilvermorny),1965-07-21,21015.0
"450048",Ty Stone,Blue,1988-06-22,8156.0
"84290",Lilly Pollard,Wampus(Ilvermorny),1992-06-30,35927.0
"544718",Alonzo Daniels,SL,1970-10-05,22084.0
"45033",Livia Dodson,Beauxbatons,2012-03-06,29551.0
"185058",Ronnie Price,HU,2005-02-10,608.0
"296268",Kailey Barnes,RAVENCLAW,1994-10-03,49686.0
"087309",Harold Giles,"",1965-11-13,24719.0
"811212",Cyrus Allison,HU,1991-10-14,32467.0
"120717",Miah Scott,Slytherin,1960-03-28,21832.0
"341086",Joey Madden,Ravenclaw,1992-04-06,44530.0
"106809",Amaya Espinoza,Ravenclaw,2010-06-28,7750.0
"854418",Marques Chung,House,1977-10-21,31178.0
"610367",Lucy Reid,Ravenclaw,1966-02-06,23657.0
"276007",Triston Hanna,HU,1992-01-04,36286.0
"759504",Landen Hughes,raven,2000-04-23,8646.0
"487787",Maria Swanson,HUFFLEPUFF,1970-12-31,3036.0
"592103",Vincent Robinson,Ravenclaw,1959-05-31,12038.0
"327",Dereon Pacheco,Beauxbatons,1972-03-29,39668.0
"406435",Felicity Camacho,HU,2007-04-09,41550.0
"063573",Simeon Tran,Snakes,2003-12-21,42433.0
"48124",Pedro Bartlett,SLYTHERIN,1979-02-09,23789.0
"610042",Alyssa Fletcher,Snakes,2012-07-01,17032.0
"61364",Colton Nguyen,Ravenclaw,1991-02-19,10387.0
"514006",Ingrid Branch,GR,2006-10-29,16009.0
"073301",Donte Bright,RA,1975-05-23,48184.0
"471535",Talan Martinez,HUFFLEPUFF,1986-06-07,12899.0
"160437",Jerimiah Gillespie,Beauxbatons,1955-09-04,40643.0
"945319",Ryan Garza,House,1989-06-17,42969.0
"259449",Viviana Osborne,gryf,1967-12-22,19566.0
"336662",Julie Blevins,Red,2005-08-17,9712.0
"430513",Heather Horton,Hufflepuff,1981-05-10,29089.0
"533771",Mitchell Lee,Hufflepuff,2004-04-18,48684.0
"030218",Kara Mejia,Durmstrang,1970-02-28,31664.0
"487894",Izaiah Stuart,Durmstrang,1982-07-27,17675.0
"555833",Kingston Johnson,gryffindor,1997-03-11,1258.0
"731340",Bianca Hudson,raven,1975-08-29,24908.0
"72686",Sydney Waters,Slytherin,1978-07-17,12361.0
"5496",Carolina Norris,SL,1954-11-13,340.0
"289812",Hailey Mendez,ravenclaw,2009-07-16,26411.0
"503588",Tori Jackson,Gryffindor,2000-12-02,26048.0
"150735",Fernando Lowe,Gr,1963-12-29,47781.0
"95118",Jamie Larsen,HUFFLEPUFF,1966-12-15,44504.0
"341469",Fiona Kirk,Slytherin,1997-12-11,48461.0
"315056",Beckett Leonard,Castelobruxo,1996-11-14,38988.0
"260569",Melody Roman,Hufflepuff,2001-11-24,25963.0
"242733",Tabitha Joseph,HUFFLEPUFF,1968-09-10,42520.0
"786300",Marcus Lowe,Durmstrang,1954-08-29,2308.0
"502430",Cason Waller,G,2011-04-01,40721.0
"644652",Harmony Young,Beauxbatons,1954-06-07,121.0
"692669",Emmalee Olson,gryf,2002-12-08,41667.0
"339957",Jakob Gill,GRYFFINDOR,2013-02-17,9181.0
"45282",Madilyn Kim,HU,1997-07-18,23012.0
"276764",Maxim Park,HUFFLEPUFF,1974-12-30,11890.0
"018751",Kaila Mccann,"",1996-10-23,36746.0
"135919",Dwayne Huerta,Gr,1992-11-15,11036.0
"292187",Jaylan Chase,gryf,1967-07-20,24598.0
"960053",Tate Ramsey,RAVENCLAW,1980-09-03,16542.0
"814000",Kimberly Macias,Beauxbatons,1967-01-16,45549.0
"247386",Adam Vega,Red,1980-02-15,38003.0
"487722",Leo Parker,"",2004-05-24,35701.0
"809547",Fisher Dickerson,Yellow,2008-08-28,13356.0
"113197",Valery Levy,SL,1959-05-20,34404.0
"631482",Jean Myers,HUFFLE,1997-05-03,18705.0
"528384",Enrique Beltran,Gr,2005-12-02,25890.0
"878916",Ryann Ayers,SLYTHERIN,1990-06-30,13465.0
"241542",Jolie Oneal,HU,1960-05-09,48246.0
"609237",Maximilian Castro,G,1990-03-23,39761.0
"772978",Rocco Werner,Badgers,1971-11-05,24290.0
"355548",Jaycee Alexander,HUFFLEPUFF,1962-11-29,38287.0
"095902",Kingston York,Gryffindor,1984-10-17,10339.0
"749077",Pablo Turner,HU,1960-08-12,25454.0
"394919",Jefferson Gallagher,H,2003-04-01,45571.0
"944340",Lara Madden,Beauxbatons,1968-05-11,9052.0
"738136",Cassidy Flynn,Uagadou,1986-11-01,25110.0
"676934",Elsa Krause,raven,2002-01-16,23106.0
"311515",Julianne Gregory,House,1986-09-03,5402.0
"700172",Alanna Atkins,raven,1974-11-01,619.0
"277395",Jamar Castaneda,N/A,2005-05-12,31667.0
"958019",Alannah Villanueva,Horned Serpent(Ilvermorny),1982-09-10,44801.0
"103740",Sarah Liu,HU,1997-03-19,34098.0
"694302",Devon Garrison,HUFFLEPUFF,2003-11-15,2206.0
"853680",Alaina Mcgee,Gryffindor,1997-08-21,4155.0
"291015",Samuel Ferguson,SLYTHERIN,2013-12-27,44608.0
"177757",Joslyn Porter,Horned Serpent(Ilvermorny),1964-09-02,16692.0
"661839",Dominique Morrow,HUFFLEPUFF,1996-12-28,9726.0
"33461",Gunnar Mcintosh,Green,1956-10-25,13659.0
"3538",Zackary Figueroa,RAVENCLAW,1954-06-08,34976.0
"952680",Kylee Choi,Huffle,1960-06-06,18800.0
"827860",Alia Suarez,Jigglypuff,1979-01-23,26818.0
"493795",Jovani George,GR,1976-12-16,14004.0
"223362",Alyson Tapia,gryffindor,1991-04-26,32715.0
"866972",Layton Terry,Green,1963-11-11,1879.0
"522894",Dean Patrick,Mahoutokoro,1982-10-12,40738.0
"081625",Brock Frye,RA,1958-03-04,40048.0
"000328",Cloe Hicks,N/A,1996-08-30,40259.0
"153637",Maya Serrano,HU,1957-12-06,11924.0
"019097",Roderick Moon,Green,1993-04-26,43082.0
"474812",Landin Schneider,gryffindor,1976-11-07,18257.0
"091638",Lacey Gentry,HUFFLEPUFF,1955-12-02,3187.0
"162375",Omar Warner,HUFFLEPUFF,1998-09-07,33279.0
"120548",Jaylin Santos,Badgers,1988-05-07,36637.0
"707243",Jose Powell,GRYFFINDOR,1965-01-02,20807.0
"050924",Justine Estes,Red,2011-03-11,33996.0
"367050",Brooks Odonnell,SL,1984-07-13,49408.0
"502534",Cash Valdez,SLYTHERIN,1979-05-13,27396.0
"91569",Armani Chan,Ravenclaw,1970-12-09,40364.0
"686490",Alan Huffman,G,1966-12-19,38179.0
"651464",Marlie Ochoa,Ravenclaw,1995-07-02,3696.0
"627929",Luz Larsen,"",1955-10-21,11694.0
"886069",Demarcus Travis,HUFFLEPUFF,1974-09-23,23090.0
"096006",Nasir Dennis,R,1954-10-03,31007.0
"457696",Deborah Irwin,HU,1979-03-22,36040.0
"926233",Vincent French,Badgers,1955-06-21,40793.0
"947002",Braeden Stuart,RA,1993-03-11,30152.0
"327060",Nelson Figueroa,House,2006-02-07,44740.0
"497314",Waylon Bowers,N/A,1958-04-07,4704.0
"323119",Ana Chase,ravenclaw,1965-04-18,17497.0
"839973",Andrew Pollard,GR,2003-12-28,12444.0
"404179",Clarence Atkins,Slyth,1987-11-09,18187.0
"676088",Aydin Bates,House,2003-07-15,4128.0
"436677",Josie Kent,Red,1968-05-19,20771.0
"155428",Gianna Hunt,Gr,2013-01-30,12255.0
"04278",Gianni Villa,RA,1989-08-29,4897.0
"387969",Kaylynn Mccarthy,N/A,1989-11-27,2748.0
"436602",Rylie Hester,Slyth,2013-03-01,1798.0
"388217",Kenyon Mahoney,Durmstrang,1978-05-21,15593.0
"639149",Cullen Wiggins,N/A,1983-06-30,28887.0
"94846",Elijah Clements,Flitwick,2001-10-28,44101.0
"92908",Rafael Gibson,N/A,2003-10-30,20684.0
"216103",Alessandra Ramos,SL,1962-08-05,31.0
"36422",Arely Phillips,"",1973-05-11,40921.0
"123796",Esther Thornton,HU,2003-10-20,26825.0
"773528",Bo Ramsey,Gryffindor,1986-09-10,22718.0
"145168",Collin Shaffer,RAVENCLAW,1955-06-24,362.0
"088299",Bo Dunlap,HUFFLE,1966-02-13,32590.0
"266165",Kelly Contreras,RA,2013-05-17,26137.0
"000643",Gilbert Logan,Huffle,2002-07-20,32476.0
"135457",Kathleen Knight,RAVENCLAW,1957-03-08,24233.0
"516137",Brogan Hernandez,HUFFLEPUFF,1995-12-11,10289.0
"249497",Antony Ross,Ravenclaw,2004-11-17,4677.0
"0996",Ruben Blanchard,"",2000-10-13,26838.0
"171772",Brenden Sharp,gryffindor,1957-02-15,1156.0
"40579",Denzel Moran,Green,1970-03-08,49796.0
"132378",Audrey Calderon,N/A,2002-04-28,8782.0
"072153",Semaj Wang,SL,2007-05-04,39709.0
"851668",Kody Whitaker,Beauxbatons,1989-11-12,40055.0
"844608",Kenneth Compton,GR,1981-09-19,11462.0
"447722",Caroline Harrison,Beauxbatons,2002-09-11,4347.0
"238916",Jazlynn Savage,HUFFLEPUFF,2008-05-29,40319.0
"287842",Jasmine Horton,Durmstrang,1991-02-08,19387.0
"850447",Karlee Baker,N/A,2009-12-09,47056.0
"489983",Dominique Vasquez,N/A,2008-06-08,3653.0
"516819",Kendall Kaiser,Lions,1996-05-12,29131.0
"389622",Memphis Hancock,Green,2010-08-19,25819.0
"074866",Yusuf Banks,Slytherin,1972-10-01,34692.0
"601536",Brice Schmidt,SLYTHERIN,1982-11-21,129.0
"290526",Jeffrey Peters,GR,1979-07-22,22274.0
"009343",Bryanna Boyd,Hufflepuff,2006-03-16,46878.0
"052480",Allyson Matthews,Durmstrang,1987-12-07,41423.0
"875059",Karly Berger,Flitwick,1963-10-27,12370.0
"803216",Cailyn Ayers,GRYFFINDOR,1956-12-30,34272.0
"318423",Jazlyn Marshall,SLYTHERIN,1960-07-23,3722.0
"801831",Brennen Duke,SLYTHERIN,2002-07-15,11594.0
"88604",Rayne Montoya,Gryffindor,1976-12-03,34137.0
"636276",Caitlyn Hahn,Yellow,2009-03-20,22164.0
"23237",Atticus Conrad,Durmstrang,1988-08-09,2604.0
"421552",Katherine Crosby,gryfindor,1995-06-10,46161.0
"607119",Colton Blevins,"",1964-03-23,2633.0
"056183",Declan Kidd,Durmstrang,2004-06-14,42734.0
"240460",Jadyn Rivers,Horned Serpent(Ilvermorny),1971-03-02,23593.0
"028967",Rodolfo Mccall,OThers,1962-05-31,568.0
"190621",Anika Chambers,GRYFFINDOR,1958-07-04,14829.0
"194605",Dax Paul,RA,2011-06-03,13579.0
"645476",Gage Schultz,Flitwick,2002-07-12,16055.0
"583500",Skyler Olson,GRYFFINDOR,1980-08-21,19389.0
"471711",Devyn Fisher,HUFFLE,1994-03-30,34152.0
"916569",Joslyn Wilkerson,SLYTHERIN,1998-06-30,27216.0
"074954",Jazlynn Valencia,Huffle,1985-01-03,30906.0
"413819",Ayana Wallace,Gryffindor,1962-02-14,27565.0
"258450",Braedon Huang,RAVENCLAW,2010-07-14,26326.0
"651220",Rolando Kidd,HUFFLEPUFF,1989-11-18,17040.0
"758950",Mikaela Middleton,SL,1965-01-17,36442.0
"126264",Bridger Hahn,Ravenclaw,1964-01-28,8367.0
"0829",Krista Shepard,"",1963-02-15,8748.0
"22154",Tyler Aguirre,Hufflepuff,2008-12-05,10492.0
"676963",London Fernandez,SLYTHERIN,2010-01-05,4455.0
"896679",Charlee Harrell,Red,1980-10-31,18371.0
"149244",Perla Rivera,Huffle,1965-12-20,8152.0
"503238",Isabela Woodard,gryffindor,1972-11-11,2726.0
"382219",Rafael Mathews,HUFFLEPUFF,1966-07-20,16895.0
"767785",Dayton Atkinson,Green,1958-11-03,6222.0
"972960",Gabrielle Weiss,ravenclaw,1965-06-06,19294.0
"572492",Jeramiah Watson,Durmstrang,1969-06-21,43751.0
"50520",Mattie Prince,H,1965-05-27,3334.0
"877763",Ashlyn Foley,Ravenclaw,2008-08-25,15562.0
"872270",Eddie Carpenter,SLYTHERIN,2007-09-06,49219.0
"09581",Eduardo Lewis,RAVENCLAW,1980-06-01,17196.0
"897840",Harry Burgess,Hufflepuff,2014-03-14,13127.0
"239015",Shelby Hampton,Beauxbatons,1975-04-26,12007.0
"149453",Yesenia Fischer,N/A,1975-12-02,28156.0
"018851",Regina Mullins,HUFFLEPUFF,1974-04-12,26419.0
"183929",Kylee Stone,SL,1995-04-28,9392.0
